PassengerId,Survived
1138,0.8694633153828077
1139,0.6409618382901597
1140,0.759912510678257
1141,0.22981074688616693
1142,0.48971342795419853
1143,0.23066245514883643
1144,0.4878671935925236
1145,0.061881471344827556
1146,0.3832756595048153
1147,0.3778488087729282
1148,0.47447128211216677
1149,0.3617876758389495
1150,0.8307142212477118
1151,0.35185903600773116
1152,0.04741756565935858
1153,0.5895597522210645
1154,0.7336095924279536
1155,0.5919946078654198
1156,0.6583830271807297
1157,0.06349514352534104
1158,0.07772607171205562
1159,0.049293332061127265
1160,0.4390891868732647
1161,0.33342397505825466
1162,0.24147830916589963
1163,0.10126660323047999
1164,0.9598483709448513
1165,0.3930945499337095
1166,0.5924098086752202
1167,0.9375176902761454
1168,0.5560080297680143
1169,0.07327756951131384
1170,0.6734867983366492
1171,0.3670230939545767
1172,0.13016674527895153
1173,0.4669483504825057
1174,0.28748217432421674
1175,0.2536231110503372
1176,0.48703796474901423
1177,0.0315113549703991
1178,0.050764967895479914
1179,0.19913134023123263
1180,0.1101323053593854
1181,0.15797281206371827
1182,0.6342628721837398
1183,0.31297211330206354
1184,0.26277623708349396
1185,0.7454322214104987
1186,0.09148589909840854
1187,0.06848696021101516
1188,0.5864634962209958
1189,0.7017710536950355
1190,0.25339158021275854
1191,0.5061407691969237
1192,0.28460955417735856
1193,0.14814888519948669
1194,0.03769635909705436
1195,0.5692380880559845
1196,0.28748217432421674
1197,0.9050985465332773
1198,0.7538691040978227
1199,0.5941187778356084
1200,0.17210980721968808
1201,0.5072311815767581
1202,0.325913020262171
1203,0.7826140563278627
1204,0.3248118778407944
1205,0.10930221378394193
1206,0.3965657121814471
1207,0.8194924863963641
1208,0.7633757745234394
1209,0.1132022870833792
1210,0.49074025610005095
1211,0.889632625943561
1212,0.10439184578110584
1213,0.18282421607353588
1214,0.510527404210322
1215,0.8090145416336759
1216,0.7504850640775861
1217,0.40256059325141114
1218,0.3354198132495692
1219,0.8616295434278342
1220,0.5683043111585543
1221,0.634992019937618
1222,0.9084390742487323
1223,0.2272774050854018
1224,0.13585592285030454
1225,0.5184792782600676
1226,0.33986401134183897
1227,0.19792385751338837
1228,0.21843212621229716
1229,0.42692856423061293
1230,0.09863851142939398
1231,0.11507467288706376
1232,0.8006186744630255
1233,0.2651022370314741
1234,0.020619646848448976
1235,0.5866345208693878
1236,0.03766727910499213
1237,0.7507355725340544
1238,0.510527404210322
1239,0.4333177725976403
1240,0.5853929359120598
1241,0.40501850790287
1242,0.4700463414848259
1243,0.17046130174546917
1244,0.08141191222661068
1245,0.13139261473778718
1246,0.366036903090193
1247,0.11809079642332376
1248,0.9597693662214666
1249,0.360142871044792
1250,0.5311427393359905
1251,0.5514233718590026
1252,0.01323226602261156
1253,0.39235241221815476
1254,0.9120929831778228
1255,0.1694444469265217
1256,0.7592029093494547
1257,0.03395387549679464
1258,0.6318686237505888
1259,0.6223255654753189
1260,0.9469014301108666
1261,0.9029572874842784
1262,0.45410958090452225
1263,0.7855138254002139
1264,0.055726371008231225
1265,0.11140003581340732
1266,0.935782653071404
1267,0.9575207529909193
1268,0.3591521921090181
1269,0.14051594528041414
1270,0.09675260052297723
1271,0.10135033858962955
1272,0.5311427393359905
1273,0.5351572871434412
1274,0.15943987479347535
1275,0.556811441194511
1276,0.30820885653432506
1277,0.44053217391808824
1278,0.6317116509358012
1279,0.4261253923102629
1280,0.07784193807372619
1281,0.06236056101068473
1282,0.42914476104235455
1283,0.25591191236478744
1284,0.09645398336687329
1285,0.7343729686495961
1286,0.07016329358871619
1287,0.5385332413305042
1288,0.43270465465552527
1289,0.715935242904546
1290,0.1400867494715287
1291,0.24491005775690744
1292,0.7427516152142748
1293,0.06645101116757118
1294,0.9628604287107315
1295,0.17471256580954184
1296,0.6069329530925003
1297,0.4098421861074256
1298,0.07294957549395954
1299,0.8935753468000988
1300,0.2120232828229529
1301,0.8354387810169878
1302,0.28748217432421674
1303,0.7101913108988203
1304,0.6107763344595661
1305,0.05332384074751975
1306,0.6023120088087529
1307,0.15758658902146144
1308,0.2643135873341024
1309,0.6386447949936284
